"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2024-02-26 23:28:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:28:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:28:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:29:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:29:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:29:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:29:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:30:00,1,2,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:30:15,1,2,1,1,1,1,1,1,1,1,1,1,1
2024-02-26 23:30:30,1,2,1,1,1,2,1,1,1,1,1,1,1
2024-02-26 23:30:45,1,2,1,1,1,2,1,1,1,1,1,1,1
2024-02-26 23:31:00,2,2,1,1,1,2,1,2,1,1,1,1,1
2024-02-26 23:31:15,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:31:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:31:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:32:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:32:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:32:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:32:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:33:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:33:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:33:30,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:33:45,2,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:34:00,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:34:15,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:34:30,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:34:45,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:35:00,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:35:15,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:35:30,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:35:45,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:36:00,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:36:15,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:36:30,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:36:45,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:37:00,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:37:15,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:37:30,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:37:45,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:38:00,3,4,1,2,1,2,1,2,1,1,1,2,1
2024-02-26 23:38:15,3,4,1,2,1,2,1,2,1,1,1,2,1
