"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2023-05-29 16:37:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:37:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:37:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:38:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:38:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:38:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:39:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:39:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:39:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:40:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:40:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:40:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:41:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:41:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:41:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:42:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-29 16:42:30,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:42:45,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:43:00,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:43:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:43:30,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:43:45,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:44:00,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:44:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:44:30,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:44:45,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:45:00,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:45:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-29 16:45:30,0,0,0,0,0,2,0,0,0,0,0,0,0
2023-05-29 16:45:45,0,0,0,0,0,2,0,0,0,0,0,0,0
2023-05-29 16:46:00,0,0,0,0,0,2,0,0,0,0,0,0,0
2023-05-29 16:46:15,0,0,0,0,0,2,0,0,0,0,0,0,0
2023-05-29 16:46:30,0,0,0,0,0,2,0,0,0,0,0,1,0
2023-05-29 16:46:45,0,0,0,0,0,2,0,0,0,0,0,1,0
2023-05-29 16:47:00,0,0,0,0,0,2,0,0,0,0,0,1,0
2023-05-29 16:47:15,0,0,0,0,0,3,0,0,0,0,0,1,0

