"Time","by-stack - bystackgo","by-stack - bystackjvm","by-stack - bystacknode","by-stack - carts-db","by-stack - catalogue-db","by-stack - orders-db","by-stack - rabbitmq","by-stack - rabbitmq-exporter","by-stack - session-db","by-stack - user-db"
2024-02-27 00:14:45,1,1,1,1,1,1,1,1,1,1
2024-02-27 00:15:00,1,1,1,1,1,1,1,1,1,1
2024-02-27 00:15:15,1,1,1,1,1,1,1,1,1,1
2024-02-27 00:15:30,1,1,1,1,1,1,1,1,1,1
2024-02-27 00:15:45,1,1,1,1,1,1,1,1,1,1
2024-02-27 00:16:00,1,1,1,1,1,1,1,1,1,1
2024-02-27 00:16:15,2,1,1,1,1,1,1,1,1,1
2024-02-27 00:16:30,2,1,2,1,1,1,1,1,1,1
2024-02-27 00:16:45,2,1,2,1,1,1,1,1,1,1
2024-02-27 00:17:00,2,1,2,1,1,1,1,1,1,1
2024-02-27 00:17:15,2,1,2,1,1,1,1,1,1,1
2024-02-27 00:17:30,2,2,2,1,1,1,1,1,1,1
2024-02-27 00:17:45,2,2,2,1,1,1,1,1,1,1
2024-02-27 00:18:00,2,2,2,1,1,1,1,1,1,1
2024-02-27 00:18:15,2,2,2,1,1,1,1,1,1,1
2024-02-27 00:18:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:18:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:19:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:19:15,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:19:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:19:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:20:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:20:15,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:20:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:20:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:21:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:21:15,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:21:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:21:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:22:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:22:15,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:22:30,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:22:45,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:23:00,3,2,2,1,1,1,1,1,1,1
2024-02-27 00:23:15,2,2,3,1,1,1,1,1,1,1
2024-02-27 00:23:30,2,2,3,1,1,1,1,1,1,1
2024-02-27 00:23:45,2,2,3,1,1,1,1,1,1,1
2024-02-27 00:24:00,2,2,3,1,1,1,1,1,1,1
2024-02-27 00:24:15,2,2,3,1,1,1,1,1,1,1
2024-02-27 00:24:30,2,2,3,1,1,1,1,1,1,1
2024-02-27 00:24:45,2,2,3,1,1,1,1,1,1,1
